Rodada;Data;Horário;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
29;10/10/2009;18h30;Sábado;Internacional;Athlético-PR;-;Beira Rio;1;1;RS;PR;-
29;10/10/2009;18h30;Sábado;Coritiba;Barueri;Barueri;Couto Pereira;1;2;PR;SP;SP
29;10/10/2009;16h10;Sábado;Corinthians;Grêmio;Corinthians;Pacaembu;2;1;SP;RS;SP
29;10/10/2009;16h10;Sábado;Flamengo;São Paulo;Flamengo;Maracanã;2;1;RJ;SP;RJ
29;10/10/2009;18h10;Sábado;Santo André;Fluminense;Fluminense;Bruno José Daniel;1;2;SP;RJ;RJ
29;12/10/2009;16h00;Segunda-feira;Botafogo-RJ;Avaí;-;Engenhão;2;2;RJ;SC;-
29;12/10/2009;16h00;Segunda-feira;Goiás;Sport;-;Serra Dourada;1;1;GO;PE;-
29;12/10/2009;16h00;Segunda-feira;Santos;Vitória;-;Pacaembu;0;0;SP;ES;-
29;12/10/2009;16h00;Segunda-feira;Atlético-MG;Cruzeiro;Cruzeiro;Mineirão;0;1;MG;MG;MG
29;12/10/2009;16h00;Segunda-feira;Náutico;Palmeiras;Náutico;Aflitos;3;0;PE;SP;PE
30;17/10/2009;18h30;Sábado;Barueri;Santos;-;Arena Barueri;0;0;SP;SP;-
30;17/10/2009;18h30;Sábado;São Paulo;Atlético-MG;Atlético-MG;Morumbi;0;1;SP;MG;MG
30;17/10/2009;18h30;Sábado;Avaí;Goiás;Avaí;Ressacada;2;1;SC;GO;SC
30;18/10/2009;16h00;Domingo;Fluminense;Internacional;-;Maracanã;2;2;RJ;RS;-
30;18/10/2009;18h30;Domingo;Athlético-PR;Santo André;Athlético-PR;Arena da Baixada;3;0;PR;SP;PR
30;18/10/2009;18h30;Domingo;Cruzeiro;Botafogo-RJ;Cruzeiro;Mineirão;1;0;MG;RJ;MG
30;18/10/2009;16h10;Domingo;Palmeiras;Flamengo;Flamengo;Palestra Itália;0;2;SP;RJ;RJ
30;18/10/2009;16h00;Domingo;Grêmio;Coritiba;Grêmio;Olímpico Monumental;2;0;RS;PR;RS
30;18/10/2009;16h00;Domingo;Sport;Corinthians;Sport;Ilha do Retiro;2;0;PE;SP;PE
30;18/10/2009;18h30;Domingo;Vitória;Náutico;Vitória;Barradão;3;1;ES;PE;ES
31;21/10/2009;21h50;Quarta-feira;Santo André;Palmeiras;Santo André;Bruno José Daniel;2;0;SP;SP;SP
31;24/10/2009;18h30;Sábado;Atlético-MG;Vitória;Atlético-MG;Mineirão;1;0;MG;ES;MG
31;24/10/2009;18h30;Sábado;Náutico;Barueri;Náutico;Aflitos;2;1;PE;SP;PE
31;25/10/2009;16h00;Domingo;Goiás;Fluminense;-;Serra Dourada;2;2;GO;RJ;-
31;25/10/2009;18h30;Domingo;Avaí;Sport;-;Ressacada;2;2;SC;PE;-
31;25/10/2009;16h00;Domingo;Coritiba;Athlético-PR;Coritiba;Couto Pereira;3;2;PR;PR;PR
31;25/10/2009;18h30;Domingo;Corinthians;Cruzeiro;Cruzeiro;Pacaembu;0;1;SP;MG;MG
31;25/10/2009;18h30;Domingo;Botafogo-RJ;Flamengo;Flamengo;Engenhão;0;1;RJ;RJ;RJ
31;25/10/2009;16h00;Domingo;Internacional;Grêmio;Internacional;Beira Rio;1;0;RS;RS;RS
31;25/10/2009;16h00;Domingo;Santos;São Paulo;São Paulo;Vila Belmiro;3;4;SP;SP;SP
32;28/10/2009;19h30;Quarta-feira;Athlético-PR;Santos;-;Arena da Baixada;1;1;PR;SP;-
32;28/10/2009;21h50;Quarta-feira;Barueri;Flamengo;Barueri;Arena Barueri;2;0;SP;RJ;SP
32;28/10/2009;19h30;Quarta-feira;Botafogo-RJ;Náutico;Botafogo-RJ;Engenhão;1;0;RJ;PE;RJ
32;28/10/2009;21h50;Quarta-feira;Vitória;Corinthians;Corinthians;Barradão;0;1;ES;SP;SP
32;28/10/2009;21h00;Quarta-feira;Cruzeiro;Santo André;Cruzeiro;Mineirão;3;2;MG;SP;MG
32;28/10/2009;21h00;Quarta-feira;Grêmio;Avaí;Grêmio;Olímpico Monumental;3;1;RS;SC;RS
32;28/10/2009;21h50;Quarta-feira;São Paulo;Internacional;São Paulo;Morumbi;1;0;SP;RS;SP
32;29/10/2009;21h00;Quinta-feira;Sport;Coritiba;-;Ilha do Retiro;1;1;PE;PR;-
32;29/10/2009;21h00;Quinta-feira;Fluminense;Atlético-MG;Fluminense;Maracanã;2;1;RJ;MG;RJ
32;29/10/2009;21h00;Quinta-feira;Palmeiras;Goiás;Palmeiras;Palestra Itália;4;0;SP;GO;SP
33;31/10/2009;18h30;Sábado;Avaí;Athlético-PR;Avaí;Ressacada;2;0;SC;PR;SC
33;31/10/2009;18h30;Sábado;Flamengo;Santos;Flamengo;Maracanã;1;0;RJ;SP;RJ
33;31/10/2009;18h30;Sábado;São Paulo;Barueri;São Paulo;Morumbi;1;0;SP;SP;SP
33;01/11/2009;16h00;Domingo;Palmeiras;Corinthians;-;Eduardo José Farah;2;2;SP;SP;-
33;01/11/2009;16h00;Domingo;Goiás;Atlético-MG;Atlético-MG;Serra Dourada;2;3;GO;MG;MG
33;01/11/2009;16h00;Domingo;Internacional;Botafogo-RJ;Botafogo-RJ;Beira Rio;0;1;RS;RJ;RJ
33;01/11/2009;16h00;Domingo;Coritiba;Vitória;Coritiba;Couto Pereira;1;0;PR;ES;PR
33;01/11/2009;18h30;Domingo;Cruzeiro;Fluminense;Fluminense;Mineirão;2;3;MG;RJ;RJ
33;01/11/2009;18h30;Domingo;Náutico;Sport;Náutico;Aflitos;3;2;PE;PE;PE
33;01/11/2009;18h30;Domingo;Santo André;Grêmio;Santo André;Bruno José Daniel;2;0;SP;RS;SP
34;04/11/2009;21h50;Quarta-feira;Grêmio;São Paulo;-;Olímpico Monumental;1;1;RS;SP;-
34;07/11/2009;18h30;Sábado;Vitória;Avaí;Avaí;Barradão;0;1;ES;SC;SC
34;07/11/2009;18h30;Sábado;Sport;Cruzeiro;Cruzeiro;Ilha do Retiro;2;3;PE;MG;MG
34;07/11/2009;18h30;Sábado;Santos;Náutico;Santos;Pacaembu;3;1;SP;PE;SP
34;08/11/2009;18h30;Domingo;Barueri;Internacional;-;Arena Barueri;1;1;SP;RS;-
34;08/11/2009;18h30;Domingo;Athlético-PR;Goiás;Athlético-PR;Arena da Baixada;2;0;PR;GO;PR
34;08/11/2009;18h30;Domingo;Botafogo-RJ;Coritiba;Botafogo-RJ;Engenhão;2;0;RJ;PR;RJ
34;08/11/2009;16h00;Domingo;Corinthians;Santo André;Corinthians;Pacaembu;2;0;SP;SP;SP
34;08/11/2009;16h00;Domingo;Atlético-MG;Flamengo;Flamengo;Mineirão;1;3;MG;RJ;RJ
34;08/11/2009;16h00;Domingo;Fluminense;Palmeiras;Fluminense;Maracanã;1;0;RJ;SP;RJ
35;11/11/2009;21h50;Quarta-feira;Palmeiras;Sport;-;Palestra Itália;2;2;SP;PE;-
35;14/11/2009;19h30;Sábado;Cruzeiro;Grêmio;-;Mineirão;1;1;MG;RS;-
35;14/11/2009;19h30;Sábado;Coritiba;Atlético-MG;Coritiba;Couto Pereira;2;1;PR;MG;PR
35;14/11/2009;19h30;Sábado;São Paulo;Vitória;São Paulo;Morumbi;2;0;SP;ES;SP
35;15/11/2009;17h00;Domingo;Avaí;Corinthians;Avaí;Ressacada;3;1;SC;SP;SC
35;15/11/2009;17h00;Domingo;Barueri;Botafogo-RJ;Barueri;Arena Barueri;3;0;SP;RJ;SP
35;15/11/2009;17h00;Domingo;Náutico;Flamengo;Flamengo;Aflitos;0;2;PE;RJ;RJ
35;15/11/2009;19h30;Domingo;Fluminense;Athlético-PR;Fluminense;Maracanã;2;1;RJ;PR;RJ
35;15/11/2009;19h30;Domingo;Goiás;Santo André;Goiás;Serra Dourada;3;1;GO;SP;GO
35;15/11/2009;19h30;Domingo;Internacional;Santos;Internacional;Beira Rio;3;1;RS;SP;RS
36;18/11/2009;21h50;Quarta-feira;Grêmio;Palmeiras;Grêmio;Olímpico Monumental;2;0;RS;SP;RS
36;21/11/2009;19h30;Sábado;Athlético-PR;Cruzeiro;-;Arena da Baixada;1;1;PR;MG;-
36;21/11/2009;19h30;Sábado;Corinthians;Náutico;Náutico;Pacaembu;2;3;SP;PE;PE
36;22/11/2009;19h30;Domingo;Flamengo;Goiás;-;Maracanã;0;0;RJ;GO;-
36;22/11/2009;17h00;Domingo;Botafogo-RJ;São Paulo;Botafogo-RJ;Engenhão;3;2;RJ;SP;RJ
36;22/11/2009;17h00;Domingo;Sport;Fluminense;Fluminense;Ilha do Retiro;0;3;PE;RJ;RJ
36;22/11/2009;19h30;Domingo;Atlético-MG;Internacional;Internacional;Mineirão;0;1;MG;RS;RS
36;22/11/2009;17h00;Domingo;Santo André;Avaí;Santo André;Bruno José Daniel;4;2;SP;SC;SP
36;22/11/2009;17h00;Domingo;Santos;Coritiba;Santos;Vila Belmiro;4;0;SP;PR;SP
36;22/11/2009;19h30;Domingo;Vitória;Barueri;Vitória;Barradão;2;1;ES;SP;ES
37;29/11/2009;17h00;Domingo;Avaí;Santos;-;Ressacada;2;2;SC;SP;-
37;29/11/2009;17h00;Domingo;Athlético-PR;Botafogo-RJ;Athlético-PR;Arena da Baixada;2;0;PR;RJ;PR
37;29/11/2009;17h00;Domingo;Cruzeiro;Coritiba;Cruzeiro;Mineirão;4;1;MG;PR;MG
37;29/11/2009;17h00;Domingo;Corinthians;Flamengo;Flamengo;Brinco de Ouro;0;2;SP;RJ;RJ
37;29/11/2009;17h00;Domingo;Fluminense;Vitória;Fluminense;Maracanã;4;0;RJ;ES;RJ
37;29/11/2009;17h00;Domingo;Goiás;São Paulo;Goiás;Serra Dourada;4;2;GO;SP;GO
37;29/11/2009;17h00;Domingo;Grêmio;Barueri;Grêmio;Olímpico Monumental;4;2;RS;SP;RS
37;29/11/2009;17h00;Domingo;Sport;Internacional;Internacional;Ilha do Retiro;1;2;PE;RS;RS
37;29/11/2009;17h00;Domingo;Palmeiras;Atlético-MG;Palmeiras;Palestra Itália;3;1;SP;MG;SP
37;29/11/2009;17h00;Domingo;Santo André;Náutico;Santo André;Bruno José Daniel;5;3;SP;PE;SP
38;05/12/2009;19h30;Sábado;Náutico;Avaí;Avaí;Aflitos;0;1;PE;SC;SC
38;05/12/2009;19h30;Sábado;Atlético-MG;Corinthians;Corinthians;Mineirão;0;3;MG;SP;SP
38;06/12/2009;17h00;Domingo;Barueri;Athlético-PR;-;Prudentão;0;0;SP;PR;-
38;06/12/2009;17h00;Domingo;Coritiba;Fluminense;-;Couto Pereira;1;1;PR;RJ;-
38;06/12/2009;17h00;Domingo;Vitória;Goiás;-;Barradão;2;2;ES;GO;-
38;06/12/2009;17h00;Domingo;Botafogo-RJ;Palmeiras;Botafogo-RJ;Engenhão;2;1;RJ;SP;RJ
38;06/12/2009;17h00;Domingo;Santos;Cruzeiro;Cruzeiro;Vila Belmiro;1;2;SP;MG;MG
38;06/12/2009;17h00;Domingo;FLAMENGO;Grêmio;FLAMENGO;Maracanã;2;1;RJ;RS;RJ
38;06/12/2009;17h00;Domingo;Internacional;Santo André;Internacional;Beira Rio;4;1;RS;SP;RS
38;06/12/2009;17h00;Domingo;São Paulo;Sport;São Paulo;Morumbi;4;0;SP;PE;SP
1;08/05/2010;18h30;Sábado;Atlético-GO;Grêmio;-;Serra Dourada;0;0;GO;RS;-
1;08/05/2010;18h30;Sábado;Botafogo-RJ;Santos;-;Engenhão;3;3;RJ;SP;-
1;08/05/2010;18h30;Sábado;Palmeiras;Vitória;Palmeiras;Parque Antártica;1;0;SP;ES;SP
1;09/05/2010;16h00;Domingo;Flamengo;São Paulo;-;Maracanã;1;1;RJ;SP;-
1;09/05/2010;16h00;Domingo;Atlético-MG;Vasco;Atlético-MG;Mineirão;2;1;MG;RJ;MG
1;09/05/2010;18h30;Domingo;Avaí;Grêmio Prudente;Avaí;Ressacada;6;1;SC;SP;SC
1;09/05/2010;18h30;Domingo;Ceará;Fluminense;Ceará;Castelão;1;0;CE;RJ;CE
1;09/05/2010;16h00;Domingo;Corinthians;Athlético-PR;Corinthians;Pacaembu;2;1;SP;PR;SP
1;09/05/2010;16h00;Domingo;Internacional;Cruzeiro;Cruzeiro;Beira Rio;1;2;RS;MG;MG
1;09/05/2010;18h30;Domingo;Guarani;Goiás;Guarani;Brinco de Ouro;1;0;SP;GO;SP
2;15/05/2010;18h30;Sábado;Vitória;Flamengo;-;Barradão;1;1;ES;RJ;-
2;15/05/2010;18h30;Sábado;Fluminense;Atlético-GO;Fluminense;Maracanã;1;0;RJ;GO;RJ
2;15/05/2010;18h30;Sábado;Grêmio Prudente;Atlético-MG;Grêmio Prudente;Prudentão;4;0;SP;MG;SP
2;16/05/2010;18h30;Domingo;Cruzeiro;Avaí;-;Mineirão;2;2;MG;SC;-
2;16/05/2010;16h00;Domingo;Santos;Ceará;-;Vila Belmiro;1;1;SP;CE;-
2;16/05/2010;18h30;Domingo;Athlético-PR;Guarani;-;Arena da Baixada;2;2;PR;SP;-
2;16/05/2010;18h30;Domingo;Vasco;Palmeiras;-;São Januário;0;0;RJ;SP;-
2;16/05/2010;16h00;Domingo;São Paulo;Botafogo-RJ;Botafogo-RJ;Morumbi;1;2;SP;RJ;RJ
2;16/05/2010;18h30;Domingo;Grêmio;Corinthians;Corinthians;Olímpico Monumental;1;2;RS;SP;SP
2;16/05/2010;16h00;Domingo;Goiás;Internacional;Internacional;Serra Dourada;2;3;GO;RS;RS
3;22/05/2010;16h00;Sábado;Botafogo-RJ;Goiás;Botafogo-RJ;Engenhão;3;0;RJ;GO;RJ
3;22/05/2010;18h30;Sábado;Palmeiras;Grêmio;Palmeiras;Parque Antártica;4;2;SP;RS;SP
3;22/05/2010;18h30;Sábado;Atlético-GO;Santos;Santos;Serra Dourada;1;2;GO;SP;SP
3;23/05/2010;18h30;Domingo;Guarani;Cruzeiro;-;Brinco de Ouro;2;2;SP;MG;-
5;23/05/2010;16h00;Domingo;Guarani;São Paulo;-;Brinco de Ouro;0;0;SP;SP;-
5;23/05/2010;18h30;Domingo;Botafogo-RJ;Vasco;-;Engenhão;1;1;RJ;RJ;-
3;23/05/2010;16h00;Domingo;Atlético-MG;Athlético-PR;Atlético-MG;Mineirão;3;1;MG;PR;MG
3;23/05/2010;18h30;Domingo;Avaí;Vasco;Avaí;Ressacada;2;0;SC;RJ;SC
5;23/05/2010;18h30;Domingo;Ceará;Cruzeiro;Ceará;Castelão;1;0;CE;MG;CE
3;23/05/2010;16h00;Domingo;Ceará;Vitória;Ceará;Castelão;1;0;CE;ES;CE
3;23/05/2010;16h00;Domingo;Corinthians;Fluminense;Corinthians;Pacaembu;1;0;SP;RJ;SP
5;23/05/2010;16h00;Domingo;Corinthians;Santos;Corinthians;Pacaembu;4;2;SP;SP;SP
3;23/05/2010;16h00;Domingo;Flamengo;Grêmio Prudente;Flamengo;Maracanã;3;1;RJ;SP;RJ
5;23/05/2010;16h00;Domingo;Atlético-MG;Fluminense;Fluminense;Mineirão;1;3;MG;RJ;RJ
5;23/05/2010;18h30;Domingo;Atlético-GO;Goiás;Goiás;Serra Dourada;1;3;GO;GO;GO
5;23/05/2010;16h00;Domingo;Internacional;Athlético-PR;Internacional;Beira Rio;4;1;RS;PR;RS
3;23/05/2010;16h00;Domingo;Internacional;São Paulo;São Paulo;Beira Rio;0;2;RS;SP;SP
4;26/05/2010;21h50;Quarta-feira;Grêmio Prudente;Corinthians;-;Prudentão;2;2;SP;SP;-
4;26/05/2010;21h50;Quarta-feira;Cruzeiro;Botafogo-RJ;Cruzeiro;Mineirão;1;0;MG;RJ;MG
4;26/05/2010;19h30;Quarta-feira;Fluminense;Flamengo;Fluminense;Maracanã;2;1;RJ;RJ;RJ
4;26/05/2010;19h30;Quarta-feira;Grêmio;Avaí;Grêmio;Olímpico Monumental;3;0;RS;SC;RS
4;26/05/2010;21h50;Quarta-feira;Santos;Guarani;Santos;Vila Belmiro;3;1;SP;SP;SP
4;26/05/2010;20h30;Quarta-feira;São Paulo;Palmeiras;São Paulo;Morumbi;1;0;SP;SP;SP
4;26/05/2010;19h30;Quarta-feira;Vitória;Atlético-MG;Vitória;Barradão;4;3;ES;MG;ES
4;27/05/2010;21h00;Quinta-feira;Goiás;Ceará;-;Serra Dourada;0;0;GO;CE;-
4;27/05/2010;21h00;Quinta-feira;Athlético-PR;Atlético-GO;Athlético-PR;Arena da Baixada;2;1;PR;GO;PR
4;27/05/2010;21h00;Quinta-feira;Vasco;Internacional;Vasco;São Januário;3;2;RJ;RS;RJ
5;29/05/2010;18h30;Sábado;Flamengo;Grêmio;-;Maracanã;1;1;RJ;RS;-
5;29/05/2010;18h30;Sábado;Palmeiras;Grêmio Prudente;-;Arena Barueri;0;0;SP;SP;-
5;29/05/2010;18h30;Sábado;Avaí;Vitória;-;Ressacada;0;0;SC;ES;-
6;02/06/2010;21h50;Quarta-feira;Cruzeiro;Santos;-;Mineirão;0;0;MG;SP;-
6;02/06/2010;19h30;Quarta-feira;Athlético-PR;Botafogo-RJ;Athlético-PR;Arena da Baixada;3;2;PR;RJ;PR
6;02/06/2010;21h00;Quarta-feira;Ceará;Avaí;Ceará;Castelão;2;0;CE;SC;CE
6;02/06/2010;21h50;Quarta-feira;Palmeiras;Flamengo;Flamengo;Pacaembu;0;1;SP;RJ;RJ
6;02/06/2010;19h30;Quarta-feira;Fluminense;Vitória;Fluminense;Maracanã;2;1;RJ;ES;RJ
6;02/06/2010;21h50;Quarta-feira;Goiás;São Paulo;Goiás;Serra Dourada;2;1;GO;SP;GO
6;02/06/2010;19h30;Quarta-feira;Grêmio Prudente;Atlético-GO;Grêmio Prudente;Prudentão;1;0;SP;GO;SP
6;03/06/2010;21h00;Quinta-feira;Corinthians;Internacional;Corinthians;Pacaembu;2;0;SP;RS;SP
6;03/06/2010;21h00;Quinta-feira;Grêmio;Atlético-MG;Grêmio;Olímpico Monumental;2;1;RS;MG;RS
6;03/06/2010;21h00;Quinta-feira;Vasco;Guarani;Guarani;São Januário;0;1;RJ;SP;SP
7;05/06/2010;18h30;Sábado;Avaí;Fluminense;Fluminense;Ressacada;0;3;SC;RJ;RJ
7;05/06/2010;18h30;Sábado;Flamengo;Goiás;Goiás;Maracanã;1;2;RJ;GO;GO
7;05/06/2010;18h30;Sábado;Vitória;Athlético-PR;Vitória;Barradão;1;0;ES;PR;ES
7;06/06/2010;16h00;Domingo;Botafogo-RJ;Corinthians;-;Engenhão;2;2;RJ;SP;-
7;06/06/2010;18h30;Domingo;Internacional;Palmeiras;-;Beira Rio;1;1;RS;SP;-
7;06/06/2010;18h30;Domingo;Atlético-GO;Cruzeiro;Atlético-GO;Serra Dourada;2;1;GO;MG;GO
7;06/06/2010;16h00;Domingo;Atlético-MG;Ceará;Ceará;Mineirão;0;1;MG;CE;CE
7;06/06/2010;18h30;Domingo;Guarani;Grêmio Prudente;Guarani;Brinco de Ouro;1;0;SP;SP;SP
7;06/06/2010;16h00;Domingo;Santos;Vasco;Santos;Vila Belmiro;4;0;SP;RJ;SP
7;06/06/2010;16h00;Domingo;São Paulo;Grêmio;São Paulo;Morumbi;3;1;SP;RS;SP
8;14/07/2010;21h50;Quarta-feira;Ceará;Corinthians;-;Castelão;0;0;CE;SP;-
8;14/07/2010;21h50;Quarta-feira;Goiás;Vasco;-;Serra Dourada;0;0;GO;RJ;-
8;14/07/2010;19h30;Quarta-feira;Grêmio;Vitória;-;Olímpico Monumental;1;1;RS;ES;-
8;14/07/2010;19h30;Quarta-feira;São Paulo;Avaí;Avaí;Morumbi;1;2;SP;SC;SC
8;14/07/2010;19h30;Quarta-feira;Athlético-PR;Cruzeiro;Cruzeiro;Arena da Baixada;0;2;PR;MG;MG
8;14/07/2010;21h00;Quarta-feira;Flamengo;Botafogo-RJ;Flamengo;Maracanã;1;0;RJ;RJ;RJ
8;14/07/2010;21h50;Quarta-feira;Guarani;Internacional;Internacional;Brinco de Ouro;0;3;SP;RS;RS
8;15/07/2010;21h00;Quinta-feira;Fluminense;Grêmio Prudente;-;Maracanã;1;1;RJ;SP;-
8;15/07/2010;21h00;Quinta-feira;Atlético-MG;Atlético-GO;Atlético-MG;Arena do Jacaré;3;2;MG;GO;MG
8;15/07/2010;21h00;Quinta-feira;Palmeiras;Santos;Palmeiras;Pacaembu;2;1;SP;SP;SP
9;17/07/2010;18h30;Sábado;Vasco;Athlético-PR;Vasco;São Januário;3;1;RJ;PR;RJ
9;17/07/2010;18h30;Sábado;Vitória;São Paulo;Vitória;Barradão;3;2;ES;SP;ES
9;18/07/2010;18h30;Domingo;Botafogo-RJ;Guarani;-;Engenhão;1;1;RJ;SP;-
9;18/07/2010;16h00;Domingo;Avaí;Palmeiras;Avaí;Ressacada;4;2;SC;SP;SC
9;18/07/2010;16h00;Domingo;Corinthians;Atlético-MG;Corinthians;Pacaembu;1;0;SP;MG;SP
9;18/07/2010;18h30;Domingo;Cruzeiro;Goiás;Cruzeiro;Arena do Jacaré;1;0;MG;GO;MG
9;18/07/2010;16h00;Domingo;Atlético-GO;Flamengo;Flamengo;Serra Dourada;0;1;GO;RJ;RJ
9;18/07/2010;18h30;Domingo;Santos;Fluminense;Fluminense;Vila Belmiro;0;1;SP;RJ;RJ
9;18/07/2010;18h30;Domingo;Grêmio Prudente;Grêmio;Grêmio Prudente;Prudentão;2;0;SP;RS;SP
9;18/07/2010;16h00;Domingo;Internacional;Ceará;Internacional;Beira Rio;2;1;RS;CE;RS
10;21/07/2010;21h00;Quarta-feira;Flamengo;Avaí;-;Maracanã;1;1;RJ;SC;-
10;21/07/2010;19h30;Quarta-feira;Vitória;Goiás;-;Barradão;2;2;ES;GO;-
10;21/07/2010;19h30;Quarta-feira;São Paulo;Grêmio Prudente;-;Morumbi;1;1;SP;SP;-
10;21/07/2010;21h50;Quarta-feira;Grêmio;Vasco;-;Olímpico Monumental;1;1;RS;RJ;-
10;21/07/2010;21h50;Quarta-feira;Atlético-GO;Corinthians;Atlético-GO;Serra Dourada;3;1;GO;SP;GO
10;21/07/2010;21h50;Quarta-feira;Athlético-PR;Santos;Athlético-PR;Arena da Baixada;2;0;PR;SP;PR
10;21/07/2010;19h30;Quarta-feira;Atlético-MG;Internacional;Internacional;Arena do Jacaré;1;2;MG;RS;RS
10;22/07/2010;21h00;Quinta-feira;Palmeiras;Botafogo-RJ;-;Pacaembu;2;2;SP;RJ;-
10;22/07/2010;21h00;Quinta-feira;Guarani;Ceará;-;Brinco de Ouro;1;1;SP;CE;-
10;22/07/2010;21h00;Quinta-feira;Fluminense;Cruzeiro;Fluminense;Maracanã;1;0;RJ;MG;RJ
11;24/07/2010;18h30;Sábado;Avaí;Atlético-MG;-;Ressacada;0;0;SC;MG;-
11;24/07/2010;18h30;Sábado;Grêmio Prudente;Vitória;-;Prudentão;0;0;SP;ES;-
11;24/07/2010;18h30;Sábado;Vasco;Atlético-GO;Vasco;São Januário;2;0;RJ;GO;RJ
11;25/07/2010;18h30;Domingo;Botafogo-RJ;Fluminense;-;Engenhão;1;1;RJ;RJ;-
11;25/07/2010;16h00;Domingo;Cruzeiro;Grêmio;-;Arena do Jacaré;2;2;MG;RS;-
11;25/07/2010;18h30;Domingo;Ceará;Palmeiras;-;Castelão;0;0;CE;SP;-
11;25/07/2010;16h00;Domingo;Goiás;Athlético-PR;Athlético-PR;Serra Dourada;0;2;GO;PR;PR
11;25/07/2010;18h30;Domingo;Corinthians;Guarani;Corinthians;Pacaembu;3;1;SP;SP;SP
11;25/07/2010;16h00;Domingo;Internacional;Flamengo;Internacional;Beira Rio;1;0;RS;RJ;RS
11;25/07/2010;16h00;Domingo;Santos;São Paulo;Santos;Vila Belmiro;1;0;SP;SP;SP
12;31/07/2010;18h30;Sábado;Atlético-GO;Guarani;-;Serra Dourada;1;1;GO;SP;-
12;31/07/2010;18h30;Sábado;Fluminense;Athlético-PR;Fluminense;Maracanã;3;1;RJ;PR;RJ
12;31/07/2010;18h30;Sábado;São Paulo;Ceará;São Paulo;Morumbi;2;1;SP;CE;SP
12;01/08/2010;16h00;Domingo;Palmeiras;Corinthians;-;Pacaembu;1;1;SP;SP;-
12;01/08/2010;16h00;Domingo;Internacional;Grêmio;-;Beira Rio;0;0;RS;RS;-
12;01/08/2010;18h30;Domingo;Flamengo;Vasco;-;Maracanã;0;0;RJ;RJ;-
12;01/08/2010;16h00;Domingo;Avaí;Goiás;Avaí;Ressacada;4;1;SC;GO;SC
12;01/08/2010;16h00;Domingo;Vitória;Botafogo-RJ;Botafogo-RJ;Barradão;1;3;ES;RJ;RJ
12;01/08/2010;18h30;Domingo;Atlético-MG;Cruzeiro;Cruzeiro;Arena do Jacaré;0;1;MG;MG;MG
12;01/08/2010;18h30;Domingo;Grêmio Prudente;Santos;Santos;Prudentão;1;2;SP;SP;SP
13;07/08/2010;18h30;Sábado;Botafogo-RJ;Atlético-MG;Botafogo-RJ;Engenhão;3;0;RJ;MG;RJ
13;07/08/2010;18h30;Sábado;Guarani;Avaí;Guarani;Brinco de Ouro;4;1;SP;SC;SP
13;08/08/2010;16h00;Domingo;Ceará;Atlético-GO;-;Castelão;0;0;CE;GO;-
13;08/08/2010;18h30;Domingo;Cruzeiro;Grêmio Prudente;-;Arena do Jacaré;0;0;MG;SP;-
13;08/08/2010;16h00;Domingo;Goiás;Palmeiras;-;Serra Dourada;1;1;GO;SP;-
13;08/08/2010;18h30;Domingo;Athlético-PR;São Paulo;-;Arena da Baixada;1;1;PR;SP;-
13;08/08/2010;16h00;Domingo;Corinthians;Flamengo;Corinthians;Pacaembu;1;0;SP;RJ;SP
13;08/08/2010;18h30;Domingo;Grêmio;Fluminense;Fluminense;Olímpico Monumental;1;2;RS;RJ;RJ
13;08/08/2010;18h30;Domingo;Vasco;Vitória;Vasco;São Januário;1;0;RJ;ES;RJ
14;14/08/2010;18h30;Sábado;Atlético-MG;Guarani;Atlético-MG;Ipatingão;3;1;MG;SP;MG
14;14/08/2010;18h30;Sábado;Atlético-GO;Botafogo-RJ;Botafogo-RJ;Serra Dourada;0;2;GO;RJ;RJ
14;14/08/2010;18h30;Sábado;Flamengo;Ceará;Flamengo;Maracanã;1;0;RJ;CE;RJ
14;14/08/2010;18h30;Sábado;Palmeiras;Athlético-PR;Palmeiras;Pacaembu;2;0;SP;PR;SP
14;15/08/2010;16h00;Domingo;São Paulo;Cruzeiro;-;Morumbi;2;2;SP;MG;-
14;15/08/2010;16h00;Domingo;Avaí;Corinthians;Avaí;Ressacada;3;2;SC;SP;SC
14;15/08/2010;16h00;Domingo;Fluminense;Internacional;Fluminense;Maracanã;3;0;RJ;RS;RJ
14;15/08/2010;18h30;Domingo;Grêmio;Goiás;Grêmio;Olímpico Monumental;2;0;RS;GO;RS
14;15/08/2010;16h00;Domingo;Grêmio Prudente;Vasco;Vasco;Prudentão;1;2;SP;RJ;RJ
14;15/08/2010;18h30;Domingo;Vitória;Santos;Vitória;Barradão;4;2;ES;SP;ES
15;21/08/2010;18h30;Sábado;Botafogo-RJ;Avaí;Botafogo-RJ;Engenhão;1;0;RJ;SC;RJ
15;21/08/2010;18h30;Sábado;Ceará;Grêmio;Ceará;Castelão;2;1;CE;RS;CE
15;21/08/2010;18h30;Sábado;Goiás;Grêmio Prudente;Grêmio Prudente;Serra Dourada;1;2;GO;SP;SP
15;22/08/2010;16h00;Domingo;Internacional;Atlético-GO;-;Beira Rio;1;1;RS;GO;-
15;22/08/2010;18h30;Domingo;Vasco;Fluminense;-;Maracanã;2;2;RJ;RJ;-
15;22/08/2010;16h00;Domingo;Guarani;Palmeiras;-;Brinco de Ouro;0;0;SP;SP;-
